Accounts Fee Code :,,,,,,
ACCOUNTID,Account Name,Account Type,Retained Margin Umbrella no Expenses,Retained Margin Umbrella with Expenses,Retained Margin Non CIS (SE),Retained Margin CIS
zcrm_1171216000000219328,Strata Construction Consulting Ltd,Agency,,,,
zcrm_1171216000000219329,Supertemps Bangor,Agency,,,,
zcrm_1171216000000219340,Supply Desk,Agency,£11.95 for 1 or 2 days £25.45 anything over 2 days. If day rate below £70 will be £16.95,NA,NA,NA
zcrm_1171216000000219343,Synergize Consulting Limited,Agency,£20,£20,NA,NA
zcrm_1171216000000219344,Synergy People Solutions Ltd,Agency,14.95,14.95,NA,NA
zcrm_1171216000000219345,Synergy Personnel Solutions,Agency,26.90,26.90,26.90,26.90
zcrm_1171216000000219346,Systech Technical Resources Limited,Agency,,,,
zcrm_1171216000000219347,TABS Recruitment,Agency,26.90,26.90,26.90,26.90
zcrm_1171216000000219348,Teach Agency,Agency,26.90,26.90,26.90,26.90
zcrm_1171216000000219349,Technical Staffing Resources Ltd,Agency,24.95,24.95,NA,24.95
zcrm_1171216000000219350,The Best Connection- Walsall,Agency,26.90,26.90,26.90,26.90
zcrm_1171216000000219351,The Education Network Birmingham,Agency,£2.88 per Daycapped @£12 per week,NA,NA,NA
zcrm_1171216000000219352,The Education Network Chelmsford,Agency,£2.88 per Daycapped @£12 per week,NA,NA,NA
zcrm_1171216000000219353,The Education Network Durham,Agency,£2.88 per Daycapped @£12 per week,NA,NA,NA
zcrm_1171216000000219354,The Education Network Hull,Agency,£2.88 per Daycapped @£12 per week,NA,NA,NA
zcrm_1171216000000219355,The Education Network London,Agency,£2.88 per Daycapped @£12 per week,NA,NA,NA
zcrm_1171216000000219356,The Education Network Leeds,Agency,£2.88 per Daycapped @£12 per week,NA,NA,NA
zcrm_1171216000000219358,The Education Network Newcastle,Agency,£2.88 per Daycapped @£12 per week,NA,NA,NA
zcrm_1171216000000219359,The Education Network Nottingham,Agency,£2.88 per Daycapped @£12 per week,NA,NA,NA
zcrm_1171216000000219360,The Education Network Parent Account,Agency,,,,
zcrm_1171216000000219361,The Education Network Peterborough (Closed),Agency,,,,
zcrm_1171216000000219362,The Education Network Warrington,Agency,£2.88 per Daycapped @£12 per week,NA,NA,NA
zcrm_1171216000000219363,The Recruitment Shed,Agency,19.45,19.45,NA,NA
zcrm_1171216000000219364,The Works Recruitment,Agency,13.95,13.95,NA,NA
zcrm_1171216000000219365,Thorne International Boiler Services Ltd,End Client,26.90,26.90,26.90,26.90
zcrm_1171216000000219366,THYSON TECHNOLOGY,End Client,19.95,19.95,NA,NA
zcrm_1171216000000219367,Time Recruitment Solutions Ltd,Agency,26.90,26.90,NA,NA
zcrm_1171216000000219368,Timothy James Consulting,Agency,26.90,26.90,26.90,26.90
zcrm_1171216000000219369,TKM Construction Recruitment,Agency,£18,£18,NA,£18
zcrm_1171216000000219371,TORUS SUPPLY COMPANY LTD,Agency,26.90,26.90,26.90,26.90
zcrm_1171216000000219372,TPM Contracting Limited,End Client,,,,
zcrm_1171216000000219373,Tradewind,Agency,£2.88 per day capped @ £12,NA,NA,NA
zcrm_1171216000000219374,Triangle Group,Agency,,,,
zcrm_1171216000000219375,Triangle Partnership,Agency,,,,
zcrm_1171216000000219376,TXM Recruit,Agency,26.90,26.90,NA,NA
zcrm_1171216000000219377,UK Engineering Recruitment,Agency,£19,NA,NA,NA
zcrm_1171216000000219378,UKL Trades & Labour,Agency,,,,
zcrm_1171216000000219379,Vanguard Site Services,Agency,26.90,26.90,NA,NA
zcrm_1171216000000219380,Venn Group,Agency,£15,£15,NA,£15
zcrm_1171216000000219381,Virtual Human Resources,Agency,26.90,26.90,26.90,26.90
zcrm_1171216000000219382,Vision for Education Limited,Agency,26.90,26.90,26.90,26.90
zcrm_1171216000000219383,Waterman Aspen,Agency,£24,£24,NA,£24
zcrm_1171216000000219384,Welocalize,Agency,,,,
zcrm_1171216000000220385,Wilcock Consultants Ltd,Agency,26.90,26.90,26.90,26.90
zcrm_1171216000000220386,Wise Recruitment Group,Agency,"Up to £150.00 - £11.95, £151.00 to £200.00 - £16.95, £201.00 upwards - £20.95","Up to £150.00 - £11.95, £151.00 to £200.00 - £16.95, £201.00 upwards - £20.95",NA,"Up to £150.00 - £11.95, £151.00 to £200.00 - £16.95, £201.00 upwards - £20.95"
zcrm_1171216000000220387,Wolviston,Agency,26.90,26.90,26.90,26.90
zcrm_1171216000000220388,Zoot Recruit,Agency,£17.5,£17.5,NA,NA
zcrm_1171216000000221031,GCS Recruitment Specialists Ltd,Agency,26.90,26.90,NA,NA
zcrm_1171216000000221033,Hourglass Education Recruitment,Agency,£2.88 per day capped @ £12,NA,NA,NA
zcrm_1171216000000221035,Manpower Hertfordshire,Agency,£19,£19,£19,£19
zcrm_1171216000000221037,Manpower Wirral,Agency,£19,£19,£19,£19
zcrm_1171216000000221043,Pertemps Middlesex,,24.45,24.45,24.45,24.45
zcrm_1171216000000221045,Prime Time Recruitment Newcastle,,,,,
zcrm_1171216000000327007,Owen Daniels Consultancy Ltd,Agency,£20,£20,,
zcrm_1171216000000327011,Pertemps Drivers Newcastle,,19.95,19.95,NA,NA
zcrm_1171216000000327013,Pioneer Selection,Agency,26.90,26.90,26.90,26.90
zcrm_1171216000000327019,Principality Recruitment Ltd,Agency,£19,£19,NA,NA
zcrm_1171216000000327021,RCS Group (Scotland) Ltd,Agency,£12,£12,NA,NA
zcrm_1171216000000327027,Skylan Recruitment,Agency,20.95,20.95,NA,NA
zcrm_1171216000000327029,The Chanton Group,Agency,26.90,26.90,26.90,26.90
zcrm_1171216000000337221,EMS Sigma,Agency,24.45,24.45,24.45,24.45
zcrm_1171216000000337317,Yorkshire Staffing Services,Agency,,,,
zcrm_1171216000000348149,Cordant People Manchester,Agency,15.95,15.95,NA,15.95
zcrm_1171216000000358305,Compello Staffing Group,Agency,,,,
zcrm_1171216000000360001,Adam Recruitment,Agency,£15,£15,NA,NA
zcrm_1171216000000360051,Scott Process Engineering,Agency,,,,
zcrm_1171216000000360124,JMC (North West) Ltd,End Client,16.95,16.95,NA,16.95
zcrm_1171216000000360252,Multi Project Support (MPS),Agency,,,,
zcrm_1171216000000392381,Prime Time Recruitment Onsite Solutions,Agency,,,,
zcrm_1171216000000400147,Clinical Professionals,Agency,,,,
zcrm_1171216000000404227,Trademark Recruitment,Agency,£19,£19,NA,£19
zcrm_1171216000000404270,Linea Resourcing,Agency,,,,
zcrm_1171216000000404469,Pertemps Drivers Meriden,Agency,,,,
zcrm_1171216000000425016,React Site Solutions,Agency,17.95,17.95,NA,17.95
zcrm_1171216000000465073,Search Consultancy Manchester Technical,Agency,,,,
zcrm_1171216000000467029,Marley Wright Recruitment,Agency,26.90,26.90,NA,NA
zcrm_1171216000000485007,IS Recruit,Agency,,,,
zcrm_1171216000000485031,Huntress Group,Agency,"less than £10ph = £18.95, more than £10ph = £20.95",NA,NA,NA
zcrm_1171216000000487001,Vital Human Resources,Agency,,,,
zcrm_1171216000000493009,XTP Recruitment Ltd,Agency,26.90,26.90,26.90,26.90
zcrm_1171216000000493049,Protech HR,Agency,,,,
zcrm_1171216000000497021,Source LF,Agency,26.90,26.90,NA,NA
zcrm_1171216000000497090,MCE Group,End Client,,,,
zcrm_1171216000000515005,Pertemps Driving,Agency,,,,
zcrm_1171216000000540016,Yolk Recruitment,Agency,,,,
zcrm_1171216000000540032,BRS Construction,Agency,£17,£17,NA,£17
zcrm_1171216000000551014,Marshall Moore,Agency,26.90,26.90,NA,NA
zcrm_1171216000000575001,Lord Accounting,Agency,,,,
zcrm_1171216000000585001,Axis Recruitment,Agency,26.90,26.90,26.90,26.90
zcrm_1171216000000585083,JJFOX,Agency,26.90,26.90,NA,NA
zcrm_1171216000000585114,Opal Tree Solutions,Agency,,,,
zcrm_1171216000000594307,PPR Recruitment,Agency,,,,
zcrm_1171216000000594371,Senitor Associates,Agency,26.90,26.90,26.90,26.90
zcrm_1171216000000600072,Lorien,Agency,£25,£25,NA,NA
zcrm_1171216000000604001,Letterbox Recruiting,Agency,,,,
zcrm_1171216000000606061,Pro-Tech Recruitment,Agency,,,,
zcrm_1171216000000606089,Network IT Recruitment,Agency,,,,
zcrm_1171216000000607139,Oscar Associates,Agency,£17.5,£17.5,NA,NA
zcrm_1171216000000608039,Hudson,Agency,,,,
zcrm_1171216000000608079,Church International,Agency,,,,
zcrm_1171216000000643627,Ambitek,Agency,26.90,26.90,26.90,26.90
zcrm_1171216000000653001,Driver Network Agency,Agency,21.45,21.45,NA,NA
zcrm_1171216000000654071,Power Sector People,Agency,26.90,26.90,NA,NA
zcrm_1171216000000654207,ASG International,Agency,,,,
zcrm_1171216000000666057,Prime Time Recruitment Watford,,,,,
zcrm_1171216000000666073,Ashton Consultiing,Agency,,,,
zcrm_1171216000000666119,Airtek,End Client,,,,
zcrm_1171216000000666213,Outsource,Agency,NA,NA,NA,NA
zcrm_1171216000000666267,Kelly Services,Agency,,,,
zcrm_1171216000000671345,Edison Technical,Agency,,,,
zcrm_1171216000000679007,DCS Recruitment,Agency,£16,£16,NA,£16
zcrm_1171216000000691523,Jonathan Lee,Agency,£20,£20,,
zcrm_1171216000000691564,M2Education,Agency,,,,
zcrm_1171216000000723687,BPS World,Agency,£20,£20,,£20
zcrm_1171216000000748013,Mars Recruitment,Agency,26.90,26.90,26.90,26.90
zcrm_1171216000000771015,Penna Consulting,Agency,,,,
zcrm_1171216000000774183,Novare Recruitment,Agency,,,,
zcrm_1171216000000777173,Selection Group,Agency,,,,
zcrm_1171216000000777227,Eagle Building Services,End Client,,,,
zcrm_1171216000000789001,Planet Forward,Agency,26.90,26.90,NA,NA
zcrm_1171216000000810001,UKCR,Agency,15.95,15.95,NA,15.95
zcrm_1171216000000818033,TEAM,Other,,,,
zcrm_1171216000000832053,APSCo,Other,,,,
zcrm_1171216000000835099,PSD Contracts Ltd,Agency,£20,£20,,
zcrm_1171216000000868027,Hazell Carr,Agency,26.90,26.90,26.90,26.90
zcrm_1171216000000869123,Pertemps Driving Bristol,Agency,,,,
zcrm_1171216000000890073,Vantage Consulting,Agency,£18ph+ Margin £24.95 £13.01ph-£18ph) Margin £19.95 £13ph or below Margin £15,£18ph+ Margin £24.95 £13.01ph-£18ph) Margin £19.95 £13ph or below Margin £15,NA,NA
zcrm_1171216000000921039,GSL Education,Agency,£15,NA,NA,NA
zcrm_1171216000000934005,Rullion Glasgow,Agency,,,,
zcrm_1171216000000939032,Robru Ltd,End Client,26.90,26.90,26.90,26.90
zcrm_1171216000000958005,Centre 4 Testing,End Client,26.90,26.90,26.90,26.90
zcrm_1171216000000970010,TM Recruit,Agency,,,,
zcrm_1171216000000997142,Scantec Personnel Ltd,Agency,"If less than 24 hours worked £14, Less than £15ph £21.90,£15ph and above £26.90, Monthly Paid £67.80 per month","If less than 24 hours worked £14, Less than £15ph £21.90,£15ph and above £26.90, Monthly Paid £67.80 per month","If less than 24 hours worked £14, Less than £15ph £21.90,£15ph and above £26.90, Monthly Paid £67.80 per month","If less than 24 hours worked £14, Less than £15ph £21.90,£15ph and above £26.90, Monthly Paid £67.80 per month"
zcrm_1171216000001008045,Engineering Direct Ltd,Agency,£22.5,£27,NA,£27
zcrm_1171216000001025121,Michael Page Newcastle,Agency,,,,
zcrm_1171216000001025245,Pertemps Drivers Liverpool,,,,,
zcrm_1171216000001026290,The Education Network Manchester,Agency,£2.88 per Daycapped @£12 per week,NA,NA,NA
zcrm_1171216000001034145,Monarch Education Recruitment,Agency,,,,
zcrm_1171216000001035095,VSL Support,Agency,£20,£20,£20,£20
zcrm_1171216000001044004,Linear recruitment,Agency,,,,
zcrm_1171216000001051007,One Education,Agency,,,,
zcrm_1171216000001051041,U Recruit,Agency,26.90,26.90,26.90,26.90
zcrm_1171216000001094001,Recruitment Events,Other,,,,
zcrm_1171216000001097111,Master Peace,Agency,19.95,19.95,NA,19.95
zcrm_1171216000001101195,Volt Europe,Agency,£15,£15,NA,NA
zcrm_1171216000001122023,RGB Network,Agency,,,,
zcrm_1171216000001122047,Prospero Teaching,Agency,,,,
zcrm_1171216000001142057,Spring Technology,Agency,,,,
zcrm_1171216000001160137,Now Careers,Agency,,,,
zcrm_1171216000001160369,Hays,Agency,,,,
zcrm_1171216000001160467,Aquent,Agency,,,,
zcrm_1171216000001173015,Compass Associates,Agency,,,,
zcrm_1171216000001184001,Bromak Watford,Agency,,,,
zcrm_1171216000001186001,Concept Technical Resources,Agency,£20,£20,NA,£20
zcrm_1171216000001222059,Hazell Engineering,Agency,,,,
zcrm_1171216000001222091,TechNET IT,Agency,,,,
zcrm_1171216000001222109,RG Consultancy,Agency,,,,
zcrm_1171216000001222127,BeResources,Agency,,,,
zcrm_1171216000001222145,Hanover Recruitment,Agency,£25,£25,,
zcrm_1171216000001261001,Omega Resource Group,Agency,,,,
zcrm_1171216000001267122,Levy Associates,Agency,,,,
zcrm_1171216000001271001,Pure Staff,Agency,,,,
zcrm_1171216000001274041,Nuparc Healthcare & Engineering,Agency,£20,£20,NA,NA
zcrm_1171216000001283017,Manpower London (Liverpool Street),Agency,21.95,21.95,,21.95
zcrm_1171216000001290250,Sky Recruitment Solutions,Agency,,,,
zcrm_1171216000001295009,Kings Hill Recruitment KHR,Agency,,,,
zcrm_1171216000001301021,Hyde Group Engineering,End Client,,,,
zcrm_1171216000001301211,iRecruit Uk,Agency,,,,
zcrm_1171216000001305110,Greybridge Search & Selection,Agency,,,,
zcrm_1171216000001327329,Pertemps Warrington,Agency,,,,
zcrm_1171216000001327339,Compucare London,Agency,,,,
zcrm_1171216000001327357,Pertemps Leeds,Agency,,,,
zcrm_1171216000001342046,Adecco,Agency,26.90,26.90,,
zcrm_1171216000001342047,Impellam Group plc,Agency,,,,
zcrm_1171216000001342049,Staffline Group plc,Agency,,,,
zcrm_1171216000001342050,Allied Healthcare,Agency,,,,
zcrm_1171216000001342052,Independant Clinical Services Group,Agency,,,,
zcrm_1171216000001342053,Swift Worldwide Resources,Agency,,,,
zcrm_1171216000001342055,CPL Resources,Agency,,,,
zcrm_1171216000001342056,The Best Connection Group,Agency,26.90,26.90,26.90,26.90
zcrm_1171216000001342057,Sthree Partnership,Agency,,,,
zcrm_1171216000001342058,Robert Walters,Agency,,,,
zcrm_1171216000001342059,Harvey Nash Group PLC,Agency,26.90,26.90,26.90,NA
zcrm_1171216000001342060,GI Group,Agency,,,,
zcrm_1171216000001342061,Hydrogen (Argyll Scott International Limited),Agency,£20,£20,NA,NA
zcrm_1171216000001342062,Resource Solutions Group (RSG) plc,Agency,,,,
zcrm_1171216000001342063,FiveTen Group,Agency,,,,
zcrm_1171216000001342065,Coyle Personnel,Agency,,,,
zcrm_1171216000001342066,The Staffing Group,Agency,,,,
zcrm_1171216000001342067,Petroplan,Agency,,,,
zcrm_1171216000001342070,Aker Solutions,Agency,,,,
zcrm_1171216000001342071,Pro,Agency,,,,
zcrm_1171216000001342072,Sky Blue,Agency,,,,
zcrm_1171216000001342073,InterQuest Group,Agency,,,,
zcrm_1171216000001342074,Petrofac,Agency,,,,
zcrm_1171216000001342075,Serocor Holdings,Agency,,,,
zcrm_1171216000001342076,FDM Group,Agency,,,,
zcrm_1171216000001342077,Acorn People,Agency,,,,
zcrm_1171216000001342078,ID Medical Group Limited,Agency,£12,£15,£15,NA
zcrm_1171216000001342079,PPF plc,Agency,,,,
zcrm_1171216000001342080,AirSwift limited,Agency,26.90,26.90,NA,NA
zcrm_1171216000001342082,HR GO plc,Agency,,,,
zcrm_1171216000001342083,HCL Workforce Solutions,Agency,£20,£20,NA,NA
zcrm_1171216000001342084,Red Commerce Ltd,Agency,,,,
zcrm_1171216000001342085,KinTec,Agency,£20,£20,,£20
zcrm_1171216000001342086,Empresaria Group,End Client,,,,
zcrm_1171216000001342087,The Transline Group,Agency,,,,
zcrm_1171216000001342088,A24 Group,Agency,,,,
zcrm_1171216000001342089,Odgers Interim,Agency,,,,
zcrm_1171216000001342090,The Shorterm Group,Agency,£20,£20,,£20
zcrm_1171216000001342091,Aktrion Holdings,Agency,,,,
zcrm_1171216000001342092,Investigo,Agency,,,,
zcrm_1171216000001342096,BMSL Group,Agency,,,,
zcrm_1171216000001342097,Stafforce Recruitment & Nicholas Associates,Agency,,,,
zcrm_1171216000001342098,Ashfield Healthcare,Agency,,,,
zcrm_1171216000001342099,Mentor IMC,Agency,,,,
zcrm_1171216000001342100,Grafton Recruitment,Agency,,,,
zcrm_1171216000001342101,TRS Staffing Solutions Ltd,Agency,£20,£25,,
zcrm_1171216000001342102,G2V Recruitment Group London,Agency,,,,
zcrm_1171216000001342103,Cititec,Agency,,,,
zcrm_1171216000001342104,CDI Anders Elite,Agency,£20,£20,NA,£20
zcrm_1171216000001342105,RTC Group Plc,Agency,,,,
zcrm_1171216000001342106,Tangent International Limited,Agency,,,,
zcrm_1171216000001342107,Recruitment Zone Limited,Agency,,,,
zcrm_1171216000001342108,Initio International,Agency,,,,
zcrm_1171216000001342109,First Personnel Group,Agency,,,,
zcrm_1171216000001342110,Staffing 360 Solutions,Agency,26.90,26.90,26.90,26.90
zcrm_1171216000001342111,ea Change Group,Agency,,,,
zcrm_1171216000001342112,Morgan McKinley Group,Agency,,,,
zcrm_1171216000001342113,Square One Resources Ltd,Agency,£15,£15,,
zcrm_1171216000001342115,Penta Consulting Ltd,Agency,,,,
zcrm_1171216000001342116,McGregor Boyall Associates Ltd,Agency,,,,
zcrm_1171216000001342117,ITHR Group plc,Agency,,,,
zcrm_1171216000001342118,Global Group Ltd,Agency,,,,
zcrm_1171216000001342122,Faststream Recruitment,Agency,,,,
zcrm_1171216000001342123,Sanctuary Personnel,Agency,£28,£28,NA,NA
zcrm_1171216000001342125,Staffgroup,Agency,,,,
zcrm_1171216000001342126,Berry Recruitment Ltd,Agency,,,,
zcrm_1171216000001342127,Russell Reynolds Associates Ltd,Agency,,,,
zcrm_1171216000001342128,Interact Medical Ltd,Agency,£20,£20,NA,NA
zcrm_1171216000001342129,Your World Recruitment Group,Agency,£15,NA,NA,NA
zcrm_1171216000001342130,Templine Employment Agency Ltd,Agency,,,,
zcrm_1171216000001342131,Nigel Frank International,Agency,,,,
zcrm_1171216000001342132,Allen Lane Interim & Permanent Recruitment,Agency,£20,£20,,
zcrm_1171216000001342133,Kent Top Temps,Agency,,,,
zcrm_1171216000001342134,CIP Recruitment Services,Agency,,,,
zcrm_1171216000001342135,Arrows Group Global,Agency,,,,
zcrm_1171216000001342136,Raeburn Group,Agency,,,,
zcrm_1171216000001342137,Oliver James Associates,Agency,,,,
zcrm_1171216000001342138,Maxxima,Agency,,,,
zcrm_1171216000001342139,Head Resourcing Ltd,Agency,£25,£25,NA,NA
zcrm_1171216000001342140,Swiis International,Agency,,,,
zcrm_1171216000001342141,Michael Bailey Associates,Agency,,,,
zcrm_1171216000001342142,Spencer Stuart Ltd,Agency,,,,
zcrm_1171216000001342143,WA Consultants Ltd,Agency,,,,
zcrm_1171216000001342144,Diamond Recruitment,Agency,,,,
zcrm_1171216000001342145,Milestone Resourcing,Agency,,,,
zcrm_1171216000001342146,Grovelands Resourcing Ltd,Agency,,,,
zcrm_1171216000001342147,Aeropeople Ltd,Agency,,,,
zcrm_1171216000001342148,Encore Staffing Solutions HO,Agency,,,,
zcrm_1171216000001342150,Korn/Ferry International,Agency,,,,
zcrm_1171216000001342152,First Call Contract Services,Agency,,,,
zcrm_1171216000001342155,Daniel Owen Ltd / Workmates,Agency,£15,19.95,NA,£18
zcrm_1171216000001342157,Certes,Agency,£20,£20,NA,NA
zcrm_1171216000001342160,Day Webster,Agency,,,,
zcrm_1171216000001342161,Industrious,Agency,,,,
zcrm_1171216000001342162,Champion Recruitment,Agency,,,,
zcrm_1171216000001342163,Empiric,Agency,,,,
zcrm_1171216000001342164,Next Ventures Limited,Agency,£20,£20,NA,NA
zcrm_1171216000001342165,Plan Personnel,Agency,,,,
zcrm_1171216000001342166,Vector Resourcing,Agency,,,,
zcrm_1171216000001342167,Drake International,Agency,,,,
zcrm_1171216000001342168,The Placement Group,Agency,,,,
zcrm_1171216000001342169,Sellick Partnership Ltd,Agency,,,,
zcrm_1171216000001342170,Carlton Resource Solutions,Agency,,,,
zcrm_1171216000001342171,Nurse Plus & Carer Plus,Agency,,,,
zcrm_1171216000001342172,Morgan Law Partners LLP,Agency,26.90,26.90,26.90,26.90
zcrm_1171216000001342173,TTM Healthcare,Agency,,,,
zcrm_1171216000001342174,Gibbs Hybrid Workforce Solutions,Agency,,,,
zcrm_1171216000001342175,Coal IT,Agency,,,,
zcrm_1171216000001342176,Redrock Consulting,Agency,,,,
zcrm_1171216000001342177,GatenbySanderson,Agency,,,,
zcrm_1171216000001342178,ASA International,Agency,,,,
zcrm_1171216000001342179,La Fosse Associates Ltd,Agency,,,,
zcrm_1171216000001342180,Human Capital Investment Group,Agency,,,,
zcrm_1171216000001342181,Synarbor plc Head Office,Agency,26.90,26.90,NA,NA
zcrm_1171216000001342182,AAP3 Ltd,Agency,,,,
zcrm_1171216000001342183,The JM Group (IT Recruitment) Limited,Agency,,,,
zcrm_1171216000001342184,Kellan Group plc,Agency,,,,
zcrm_1171216000001342185,Robert Giles Agencies,Agency,,,,
zcrm_1171216000001342186,Bright Purple Resourcing,Agency,,,,
zcrm_1171216000001342187,Tailored Recruitment Services,Agency,,,,
zcrm_1171216000001342188,Phoenix Resourcing Services Ltd,Agency,,,,
zcrm_1171216000001342189,Vivid Resourcing Ltd London - Farringdon,Agency,,,,
zcrm_1171216000001342190,1st Step Solutions Ltd,Agency,,,,
zcrm_1171216000001342191,Prestige Nursing,Agency,,,,
zcrm_1171216000001342192,G4S Policing Solutions Ltd,Agency,,,,
zcrm_1171216000001342193,RP International,Agency,,,,
zcrm_1171216000001342194,Austin Fraser,Agency,,,,
zcrm_1171216000001342195,White,Agency,,,,
zcrm_1171216000001342196,Talascend Ltd,Agency,,,,
zcrm_1171216000001342197,IDPP Consulting,Agency,£15,£15,NA,NA
